DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102959,PA0113,CDS,134319,135233,+,,,probable cytochrome c oxidase assembly factor,Class 3,,NP_248803.1 ; WP_003083746.1,915,305,33.4,9.65,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102961,PA0114,CDS,135259,135894,+,senC,,SenC,Class 1,SenC,NP_248804.1 ; WP_003083748.1,636,212,23,8.22,Outer Membrane Vesicle [Class 1] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102963,PA0115,CDS,135934,136386,-,,elaA,conserved hypothetical protein,Class 4,,NP_248805.1 ; WP_003083750.1,453,151,17.1,6.3,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102965,PA0116,CDS,136518,136991,+,,,hypothetical protein,Class 4,,NP_248806.1 ; WP_003083753.1,474,158,18.2,7.94,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102967,PA0117,CDS,137248,137976,+,,,probable short chain dehydrogenase,Class 3,,NP_248807.1 ; WP_003115034.1,729,243,27,6.78,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102969,PA0118,CDS,138001,138588,+,,,hypothetical protein,Class 4,,NP_248808.1 ; WP_003115035.1,588,196,21.5,6.81,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102971,PA0119,CDS,138818,140167,+,,,probable dicarboxylate transporter,Class 3,,NP_248809.1 ; WP_003142411.1,1350,450,47.4,8.47,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102973,PA0120,CDS,140216,140902,+,,,probable transcriptional regulator,Class 3,,NP_248810.1 ; WP_003083762.1,687,229,25.5,4.81,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102975,PA0121,CDS,141003,141737,+,,,hypothetical protein,Class 4,,NP_248811.1 ; WP_003115036.1,735,245,26.4,9.16,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102977,PA0122,CDS,141917,142327,+,rahU,,rahU,Class 1,rahU,NP_248812.1 ; WP_003101225.1,411,137,14.6,4.41,Extracellular [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102979,PA0123,CDS,142359,143267,-,,,probable transcriptional regulator,Class 3,,NP_248813.1 ; WP_003083769.1,909,303,33.4,8.86,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102981,PA0124,CDS,143567,143848,-,,,ParE toxin,Class 1,ParE toxin,NP_248814.1 ; WP_003083773.1,282,94,10.5,10.05,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102983,PA0125,CDS,143845,144072,-,,,ParD antitoxin,Class 1,ParD antitoxin,NP_248815.1 ; WP_003112628.1,228,76,8.6,5.58,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102985,PA0126,CDS,144248,144868,-,,,hypothetical protein,Class 4,,NP_248816.1 ; WP_003101226.1,621,207,22.4,8.02,Outer Membrane Vesicle [Class 1] ; Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102987,PA0127,CDS,144969,145469,+,,,hypothetical protein,Class 4,,NP_248817.1 ; WP_003112629.1,501,167,17.6,8.75,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102989,PA0128,CDS,145542,145883,+,,phnA,conserved hypothetical protein,Class 4,,NP_248818.1 ; WP_003101229.1,342,114,12.1,4.88,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102991,PA0129,CDS,145965,147392,-,bauD,,Amino acid permease,Class 1,Amino acid permease,NP_248819.1 ; WP_003083784.1,1428,476,51.3,10.09,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102993,PA0130,CDS,147561,149054,-,bauC,,3-Oxopropanoate dehydrogenase,Class 1,3-Oxopropanoate dehydrogenase,NP_248820.1 ; WP_003101230.1,1494,498,53.3,5.95,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102995,PA0131,CDS,149138,149425,-,bauB,,BauB,Class 1,BauB,NP_248821.1 ; WP_003083790.1,288,96,10.4,5.89,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102997,PA0132,CDS,149425,150771,-,bauA,oapT,Beta-alanine:pyruvate transaminase,Class 1,omega-amino acid--pyruvate transaminase ; Beta-alanine:pyruvate transaminase,NP_248822.1 ; WP_003083801.1,1347,449,48.4,6.51,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD102999,PA0133,CDS,150906,151823,+,bauR,,BauR,Class 1,BauR,NP_248823.1 ; WP_003083805.1,918,306,33.4,6.91,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103001,PA0134,CDS,151936,153306,-,,gda2,probable guanine deaminase,Class 3,,NP_248824.1 ; WP_003142418.1,1371,457,49.7,6.32,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103003,PA0135,CDS,153696,153836,+,,,hypothetical protein,Class 4,,NP_248825.1 ; WP_003119519.1,141,47,4.8,7.78,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103005,PA0136,CDS,154417,155988,+,,,probable ATP-binding component of ABC transporter,Class 3,,NP_248826.1 ; WP_003112630.1,1572,524,55.8,8.57,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103007,PA0137,CDS,155988,157085,+,,,probable permease of ABC transporter,Class 3,,NP_248827.1 ; WP_003112631.1,1098,366,39.4,9.47,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103009,PA0138,CDS,157108,158034,+,,,probable permease of ABC transporter,Class 3,,NP_248828.1 ; WP_003112632.1,927,309,32.2,9.12,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103011,PA0139,CDS,158199,158762,+,ahpC,,alkyl hydroperoxide reductase subunit C,Class 2,,NP_248829.1 ; WP_003083828.1,564,188,20.5,6.3,Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103013,PA0140,CDS,158907,160472,+,ahpF,,alkyl hydroperoxide reductase subunit F,Class 2,,NP_248830.1 ; WP_003111221.1,1566,522,55.8,5.03,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103015,PA0141,CDS,160552,161448,-,,,conserved hypothetical protein,Class 4,,NP_248831.1 ; WP_003121626.1,897,299,34.4,8.61,Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103017,PA0142,CDS,161906,163255,+,,,hypothetical protein,Class 4,,NP_248832.1 ; WP_003112635.1,1350,450,48.3,6.11,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103019,PA0143,CDS,163363,164415,+,nuh,,purine nucleosidase Nuh,Class 1,nucleoside hydrolase ; purine nucleosidase Nuh,NP_248833.2 ; WP_003147076.1,1053,351,37.5,7.66,Periplasmic [Class 1] ; Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103021,PA0144,CDS,164443,165069,-,,,hypothetical protein,Class 4,,NP_248834.1 ; WP_003112637.1,627,209,22.4,8.42,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103023,PA0145,CDS,165219,165737,-,,,hypothetical protein,Class 4,,NP_248835.1 ; WP_003112638.1,519,173,18.4,4.37,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103025,PA0146,CDS,165976,167073,+,,,conserved hypothetical protein,Class 4,,NP_248836.1 ; WP_010895496.1,1098,366,40.2,8.36,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103027,PA0147,CDS,167146,168108,+,,,probable oxidoreductase,Class 3,,NP_248837.1 ; WP_003112640.1,963,321,36,6.13,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103029,PA0148,CDS,168213,169163,+,,add,adenine deaminase,Class 3,adenine deaminase,NP_248838.1 ; WP_003112641.1,951,317,36.2,4.87,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103031,PA0149,CDS,169361,169906,+,,,"probable sigma-70 factor, ECF subfamily",Class 3,,NP_248839.1 ; WP_003112642.1,546,182,20.4,10.28,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103033,PA0150,CDS,169903,170898,+,,,anti-sigma factor,Class 2,anti-sigma factor ; probable transmembrane sensor,NP_248840.1 ; WP_003112643.1,996,332,36.3,9.69,Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103035,PA0151,CDS,171047,173434,+,,,probable TonB-dependent receptor,Class 3,,NP_248841.1 ; WP_003112644.1,2388,796,86.7,6.18,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103037,PA0152,CDS,173811,174638,+,pcaQ,,transcriptional regulator PcaQ,Class 2,,NP_248842.1 ; WP_003118580.1,828,276,29.6,6.52,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103039,PA0153,CDS,174773,175492,+,pcaH,,"protocatechuate 3,4-dioxygenase, beta subunit",Class 2,,NP_248843.1 ; WP_003102187.1,720,240,27.1,9.3,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103041,PA0154,CDS,175503,176108,+,pcaG,,"protocatechuate 3,4-dioxygenase, alpha subunit",Class 2,,NP_248844.1 ; WP_003112645.1,606,202,22.8,5.54,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103043,PA0155,CDS,176315,177154,+,pcaR,,transcriptional regulator PcaR,Class 2,,NP_248845.1 ; WP_003083866.1,840,280,30.6,7.62,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103045,PA0156,CDS,177307,178458,+,triA,,"Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein, TriA",Class 1,"probable RND efflux membrane fusion protein precursor ; Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein, TriA  efflux membrane fusion protein precursor)",NP_248846.1 ; WP_003118583.1,1152,384,40.4,6.53,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103047,PA0157,CDS,178455,179525,+,triB,,"Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein, TriB",Class 1,"probable RND efflux membrane fusion protein precursor ; Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein, TriB  efflux membrane fusion protein precursor)",NP_248847.1 ; WP_003083872.1,1071,357,38.3,9.12,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103049,PA0158,CDS,179522,182569,+,triC,,"Resistance-Nodulation-Cell Division (RND) triclosan efflux transporter, TriC",Class 1,"probable RND efflux transporter ; Resistance-Nodulation-Cell Division (RND) triclosan efflux transporter, TriC  efflux transporter)",NP_248848.1 ; WP_003102199.1,3048,1016,111.9,5.93,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103051,PA0159,CDS,182768,183706,+,,,probable transcriptional regulator,Class 3,,NP_248849.1 ; ,939,313,34.7,6,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103053,PA0160,CDS,183822,184007,+,,,hypothetical protein,Class 4,,NP_248850.1 ; WP_003083879.1,186,62,6.5,4.38,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103055,PA0161,CDS,184287,184439,+,,,hypothetical protein,Class 4,,NP_248851 ; WP_010895498.1,153,51,5.6,4.15,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103057,PA0162,CDS,184594,185928,+,opdC,,histidine porin OpdC,Class 1,histidine porin OpdC ,NP_248852.1 ; WP_003112647.1,1335,445,48.9,4.79,Outer Membrane [Class 2] ; Outer Membrane Vesicle [Class 1] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103059,PA0163,CDS,185957,186754,-,,,probable transcriptional regulator,Class 3,,NP_248853.1 ; WP_003083886.1,798,266,29.8,8.91,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103061,PA0164,CDS,186832,188448,+,,,probable gamma-glutamyltranspeptidase,Class 3,,NP_248854.1 ; WP_003112648.1,1617,539,58.5,6.51,Periplasmic [Class 2] ; Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103063,PA0165,CDS,189120,189956,+,,,hypothetical protein,Class 4,,NP_248855.1 ; WP_003102209.1,837,279,31.4,4.94,Outer Membrane [Class 2] ; Outer Membrane Vesicle [Class 1] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103065,PA0166,CDS,190198,191604,+,,,probable transporter,Class 3,,NP_248856.1 ; WP_003102211.1,1407,469,48.7,10.01,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103067,PA0167,CDS,191697,192362,+,,,probable transcriptional regulator,Class 3,,NP_248857.1 ; WP_003083903.1,666,222,24.5,8.67,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103069,PA0168,CDS,192368,192958,+,,yigZ,conserved hypothetical protein,Class 4,,NP_248858.1 ; WP_003102213.1,591,197,20.9,6.5,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103071,PA0169,CDS,192965,193672,-,siaD,,SiaD,Class 1,SiaD,NP_248859.1 ; WP_003118588.1,708,236,26.8,9.49,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103073,PA0170,CDS,193799,194179,-,,,hypothetical protein,Class 4,,NP_248860.1 ; WP_003083913.1,381,127,14.6,4.29,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103075,PA0171,CDS,194206,194748,-,,,hypothetical protein,Class 4,,NP_248861.1 ; WP_003083916.1,543,181,19.8,7.06,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103077,PA0172,CDS,194757,196748,-,siaA,,SiaA,Class 1,SiaA,NP_248862.1 ; WP_003112649.1,1992,664,74,7,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103079,PA0173,CDS,197011,198060,-,,,probable methylesterase,Class 3,response regulator for chemotaxis,NP_248863.1 ; WP_003083922.1,1050,350,37.3,8.49,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103081,PA0174,CDS,198080,198682,-,,,conserved hypothetical protein,Class 4,,NP_248864.1 ; WP_003102220.1,603,201,22.2,8.45,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103083,PA0175,CDS,198688,199530,-,cheR2,,CheR2,Class 1,CheR2,NP_248865.1 ; WP_003102222.1,843,281,32,9.34,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103085,PA0176,CDS,199600,201639,-,aer2,,aerotaxis transducer Aer2,Class 1,methyl-accepting chemotaxis protein ; aerotaxis transducer Aer2,NP_248866.1 ; WP_003112650.1,2040,680,72.6,4.84,Cytoplasmic [Class 2] ; Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103087,PA0177,CDS,201675,202160,-,,,probable purine-binding chemotaxis protein,Class 3,,NP_248867.1 ; WP_003083938.1,486,162,17.5,4.27,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103089,PA0178,CDS,202147,204066,-,,,probable two-component sensor,Class 3,probable chemotaxis protein sensory transduction histidine kinase,NP_248868.1 ; WP_010895499.1,1920,640,68.9,4.52,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103091,PA0179,CDS,204094,204459,-,,,probable two-component response regulator,Class 3,probable chemotaxis response regulator,NP_248869.1 ; WP_003083943.1,366,122,13.1,9.53,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103093,PA0180,CDS,204657,205829,-,cttP,mcpA,"chemotactic transducer for trichloroethylene [positive chemotaxis], CttP",Class 1,"McpA ; chemotactic transducer for trichloroethylene [positive chemotaxis], CttP",NP_248870.1 ; WP_003106690.1,1173,391,42.8,5.91,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103095,PA0181,CDS,206022,206954,-,,,probable transcriptional regulator,Class 3,,NP_248871.1 ; WP_003112652.1,933,311,34.1,8.06,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103097,PA0182,CDS,207071,207823,+,,yjgI,probable short-chain dehydrogenase,Class 3,,NP_248872.1 ; WP_003106691.1,753,251,25.2,4.74,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103099,PA0183,CDS,207923,209533,-,atsA,,arylsulfatase,Class 1,,NP_248873.1 ; WP_003106692.1,1611,537,59.9,5.51,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103101,PA0184,CDS,209621,210460,-,,atsC,probable ATP-binding component of ABC transporter,Class 3,,NP_248874.1 ; WP_003112653.1,840,280,31.1,6.64,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103103,PA0185,CDS,210457,212073,-,,atsB,probable permease of ABC transporter,Class 3,,NP_248875.1 ; WP_003106694.1,1617,539,58.4,11.97,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103105,PA0186,CDS,212340,213401,+,,atsR,probable binding protein component of ABC transporter,Class 3,,NP_248876.1 ; WP_003112655.1,1062,354,37.2,7.74,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103107,PA0187,CDS,213819,214634,+,,,hypothetical protein,Class 4,,NP_248877.1 ; WP_003112656.1,816,272,30.1,7.29,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103109,PA0188,CDS,214631,215512,+,,,hypothetical protein,Class 4,,NP_248878.1 ; WP_003112657.1,882,294,30.7,9.97,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103111,PA0189,CDS,215550,216908,-,,opdI,probable porin,Class 3,,NP_248879.1 ; WP_003112658.1,1359,453,48.9,9.28,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103113,PA0190,CDS,217156,217881,+,,,probable acid phosphatase,Class 3,,NP_248880.1 ; WP_003083962.1,726,242,26.1,6.31,Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103115,PA0191,CDS,217905,218822,-,,,probable transcriptional regulator,Class 3,,NP_248881.1 ; WP_003083964.1,918,306,34,7.18,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103117,PA0192,CDS,219172,221544,+,,,probable TonB-dependent receptor,Class 3,,NP_248882.1 ; WP_003112659.1,2373,791,84.6,5.44,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103119,PA0193,CDS,221585,222487,+,,,hypothetical protein,Class 4,,NP_248883.1 ; WP_003112660.1,903,301,33.2,6.86,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103121,PA0194,CDS,222555,223454,+,,,hypothetical protein,Class 4,,NP_248884.1 ; WP_003112661.1,900,300,33.2,6.75,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103123,PA0195,CDS,224101,225217,+,pntAA,,"putative NAD(P) transhydrogenase, subunit alpha part 1",Class 2,"putative NAD(P) transhydrogenase, subunit alpha part 1",NP_248885 ; WP_003112662.1,1117,372,38.6,5.93,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103125,PA0195.1,CDS,225295,225603,+,pntAB,,"putative NAD(P) transhydrogenase, subunit alpha part 2",Class 2,"putative NAD(P) transhydrogenase, subunit alpha part 2",NP_248886.2 ; WP_003083974.1,309,103,10.7,10.29,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103127,PA0196,CDS,225603,227039,+,pntB,,"pyridine nucleotide transhydrogenase, beta subunit",Class 2,,NP_248887.1 ; WP_003083975.1,1437,479,49.9,7.27,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103129,PA0197,CDS,227382,228194,+,tonB2,,TonB2,Class 1,TonB2,NP_248888.1 ; WP_003117234.1,813,271,28.8,10.59,Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103131,PA0198,CDS,228223,228942,+,exbB1,,transport protein ExbB,Class 2,,NP_248889.1 ; WP_003083979.1,720,240,25.5,10.13,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103133,PA0199,CDS,228944,229345,+,exbD1,,transport protein ExbD,Class 2,,NP_248890.1 ; WP_003106175.1,402,134,14.2,4.23,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103135,PA0200,CDS,229526,229738,-,,,hypothetical protein,Class 4,,NP_248891.1 ; WP_003111981.1,213,71,7.8,4.59,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103137,PA0201,CDS,229954,230535,+,,,hypothetical protein,Class 4,,NP_248892.1 ; WP_003106176.1,582,194,21.7,7.67,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103139,PA0202,CDS,230543,232000,-,,,probable amidase,Class 3,,NP_248893.1 ; WP_003112664.1,1458,486,53.5,6.2,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103141,PA0203,CDS,232066,233100,-,,,probable binding protein component of ABC transporter,Class 3,,NP_248894.1 ; WP_003106178.1,1035,345,37.9,6.31,Periplasmic [Class 2] ; Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103143,PA0204,CDS,233123,233932,-,,,probable permease of ABC transporter,Class 3,,NP_248895.1 ; WP_003106179.1,810,270,28.8,9.93,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103145,PA0205,CDS,233929,234849,-,,,probable permease of ABC transporter,Class 3,,NP_248896.1 ; WP_003106180.1,921,307,33.3,10.25,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103147,PA0206,CDS,234875,235987,-,,,probable ATP-binding component of ABC transporter,Class 3,,NP_248897.1 ; WP_003106181.1,1113,371,40.4,5.79,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103149,PA0207,CDS,236218,237111,+,,,probable transcriptional regulator,Class 3,,NP_248898.1 ; WP_003106182.1,894,298,32.3,6.52,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103151,PA0208,CDS,237232,238896,+,mdcA,,malonate decarboxylase alpha subunit,Class 2,,NP_248899.1 ; WP_003112666.1,1665,555,61.4,6.42,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103153,PA0209,CDS,238896,239777,+,,mdcB,conserved hypothetical protein,Class 4,,NP_248900.1 ; WP_003112667.1,882,294,30.5,8.16,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103155,PA0210,CDS,239779,240078,+,mdcC,,malonate decarboxylase delta subunit,Class 2,,NP_248901.1 ; WP_003084001.1,300,100,10.2,4.99,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103157,PA0211,CDS,240071,240934,+,mdcD,,malonate decarboxylase beta subunit,Class 2,,NP_248902.1 ; WP_003084003.1,864,288,30.3,4.5,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103159,PA0212,CDS,240931,241737,+,mdcE,,malonate decarboxylase gamma subunit,Class 2,,NP_248903.1 ; WP_003112668.1,807,269,28.5,7.08,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103161,PA0213,CDS,241753,242445,+,,mdcG,hypothetical protein,Class 4,,NP_248904.1 ; WP_003118606.1,693,231,25.2,10.96,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103163,PA0214,CDS,242442,243374,+,,mdcH,probable acyl transferase,Class 3,,NP_248905.1 ; WP_003112670.1,933,311,32.7,7.46,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103165,PA0215,CDS,243431,243835,+,,madL,malonate transporter MadL,Class 2,malonate transporter MadL,NP_248906.1 ; WP_003112671.1,405,135,13.6,10.29,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103167,PA0216,CDS,243841,244605,+,,madM,malonate transporter MadM,Class 2,malonate transporter MadM,NP_248907.1 ; WP_003084016.1,765,255,25.4,9.32,Cytoplasmic Membrane [Class 3]
